,location,tweetcreatedts,clean_tweet,vader_score,vader_sentiment_label,sentiment
491,,27/5/2020 20:23,"""Millions people around world coping #jobloss caused #COVID19 pandemic. Whether it’s temporary permanent, unemployment lead stress, #anxiety, #depression #mentalhealth challenges."" Via @seattletimes https://t.co/SvH611PJty",-0.8689,1,negative
492,"New York, NY",27/5/2020 20:18,"One-third Americans showing signs clinical #anxiety #depression, according survey tracking effects #coronavirus #pandemic conducted Census Bureau. Via @washingtonpost #mentalhealth #COVID19 https://t.co/PvfxYpbHdo",-0.6597,1,negative
493,Global,27/5/2020 20:18,"Learn managing #stress, #anxiety, loneliness may result #COVID19 social distancing @LivingBeyondBC #bcsm https://t.co/cI2oZRvE39",-0.743,1,negative
494,,27/5/2020 20:16,#Tip: #UnlockingLockdown: let others get it. The #Stress already much #bear #Hove. #BlatchingtonRoad #GeorgeStreet #ChurchRoad. Remember #Sheilded adjust #SocialDistancing first place. #Covid_19.,-0.4215,1,negative
495,"Michigan, USA",27/5/2020 20:15,Doctors concerned emerging crisis mental health. @jameshamblin investigates done. https://t.co/dPCzy73nzb #depression #MentalHealth #COVID19 https://t.co/KU3H7E3rTn,-0.8316,1,negative
496,"Wisconsin, USA",27/5/2020 20:12,The Giving Voice Depression podcast's most-recent season. Give try- 18 minutes. https://t.co/TAhCB2MhFE #COVID19 #Covid_19 #COVID #mentalhealth #MentalHealthAwarenessMonth @MentalHealthAm @WUWMradio @NPRHealth #anxiety #depression #stressrelief #YouAreNotAlone https://t.co/tTaBZ9iT3m,-0.7717,1,negative
497,,27/5/2020 20:10,You survivor‼️ #PaulaG #Opism #Humanity #Covid19 #BestAdvice #time #patience #Motivation #coronavirus #inspiration #life #quotes #depression #abuse #positivequotes #positive #survivor #mentalhealthawareness #mentalhealth #mentalillness #networking #leadership #future https://t.co/OLyrurDHTg,0.6705,3,positive
498,"Twin Cities, Minnesota",27/5/2020 20:10,"How recognize signs #anxiety #depression middle school-aged children? Our School-Linked Therapist, Jenna Seal, participating free @ISD281 online event tomorrow provides strategies help families #COVID19: https://t.co/L7oniUEWHJ. https://t.co/xTtFJAdfdb",0.1531,3,positive
499,Navi Mumbai,27/5/2020 20:04,My interview #Parvathy @parvatweets speaks length first time long battle #depression. She also tells proud #Kerala's response #COVID19 &amp; 2019 film #Virus must-watch pandemic https://t.co/Q96kRGqIMf,-0.4939,1,negative
500,"Colorado, USA",27/5/2020 20:03,The disruptions daily life due #Covid19 may increase feelings #stress #anxiety #hopelessness existing #MentalHealth problems. Find support &amp; resources available https://t.co/FyG6D1Us5f https://t.co/3ZE12VI6O9 @RMIRECC #MentalHealthAwarenessMonth,-0.8271,1,negative
501,Washington D.C.,27/5/2020 20:00,"Proms cancelled, graduation, time away friends, senior year traditions happen stay safe &amp; shelter home. Text 'wisehelp' 66866 connected us! #counseling #teens #mentalhealth #covid19 #stayhome #growingpains #anxiety #stress https://t.co/Pky4Z1FtmR",0.2003,3,positive
502,"Sudbury, Ontario",27/5/2020 19:56,Fantastic #webinar today CROSH Postdoctoral Fellow Dr. Zsuzsanna Kerekes. She breaks #stress really discusses stress experience #COVID19. Watch free anytime CROSH website: https://t.co/DKREZAKfik https://t.co/QcpugeXybo,0.2551,3,positive
503,Hyderabad,27/5/2020 19:54,My interview #Parvathy @parvatweets speaks length first time long battle #depression. She also tells proud #Kerala's response #COVID19 &amp; 2019 film #Virus must-watch pandemic https://t.co/Q96kRGqIMf,-0.4939,1,negative
504,"Calgary, Alberta",27/5/2020 19:52,"RT, please; enough? Parents children @2000days need access #childcare access $Enough financial resources minimize #stress &amp; #emotions worrying basic needs😣#yyc #COVID19 @impactCalgary @communitynowma1 @SunriseCLRC @dtalks_yyc @LEAD4changes https://t.co/ClTSP1oiT6 https://t.co/dxMjv7x58l",-0.4404,1,negative
505,"Baton Rouge, LA",27/5/2020 19:45,HERE’S WHAT WE LEARNED FROM OUR COVID-19 SURVEY STUDY OF HEALTH BEHAVIOR CHANGE #Diet #exercise #sleep #anxiety #stress #cookingathome #ExerciseAtHome https://t.co/FeyGjF7psN via @Baton Rouge Business Report,-0.5423,1,negative
506,"Massachusetts, USA",27/5/2020 19:35,#MentalHealthMatters times #coronavirus afterwards. #anxiety #emotional #abuse #depression #stress Reach out. https://t.co/4RhMwMcM7b @davepell,-0.8934,1,negative
507,,27/5/2020 19:30,"Down Days, bestselling book handling #depression #anxiety, still FREE download #coronavirus crisis. I can't believe far travelled. #anxietyrelief #MentalHealthAwarenessMonth https://t.co/KL6MuOxb9j",-0.667,1,negative
508,Kansas City,27/5/2020 19:28,"As data emerges, becoming clear #COVID19 huge impact people's #MentalHealth, particularly form #depression #anxiety. Tracking claims data next step. Check blog post: https://t.co/jP2KgHVEOT",-0.2598,1,negative
509,,27/5/2020 19:27,"Down Days, bestselling book handling #depression #anxiety, still FREE download #coronavirus crisis. I can't believe far travelled. #anxietyrelief #MentalHealthAwarenessMonth https://t.co/KL6MuOxb9j",-0.667,1,negative
510,Canada,27/5/2020 19:27,"RT, please; enough? Parents children @2000days need access #childcare access $Enough financial resources minimize #stress &amp; #emotions worrying basic needs😣#yyc #COVID19 @impactCalgary @communitynowma1 @SunriseCLRC @dtalks_yyc @LEAD4changes https://t.co/ClTSP1oiT6 https://t.co/dxMjv7x58l",-0.4404,1,negative
511,Global,27/5/2020 19:26,"Down Days, bestselling book handling #depression #anxiety, still FREE download #coronavirus crisis. I can't believe far travelled. #anxietyrelief #MentalHealthAwarenessMonth https://t.co/KL6MuOxb9j",-0.667,1,negative
512,"Newton, MA",27/5/2020 19:24,"As data emerges, becoming clear #COVID19 huge impact people's #MentalHealth, particularly form #depression #anxiety. Tracking claims data next step. Check blog post: https://t.co/jP2KgHVEOT",-0.2598,1,negative
513,,27/5/2020 19:24,Are experiencing emotional #stress #COVID19 period? Don’t worry call (86) 400-680-6101 get advanced psychological counseling Tsinghua experts. We always ready help you! For more: https://t.co/TgYJpw5yQi https://t.co/9PUMEvaOOG,0.3382,3,positive
514,"Doncaster, Yorkshire, UK",27/5/2020 19:21,"Down Days, bestselling book handling #depression #anxiety, still FREE download #coronavirus crisis. I can't believe far travelled. #anxietyrelief #MentalHealthAwarenessMonth https://t.co/KL6MuOxb9j",-0.667,1,negative
515,Toronto,27/5/2020 19:17,"""Consciously seek moments joy"" - Impact Coach Jennifer Card manage stress times uncertainty. #covid19 #allinthistogether #stress #joy #wednesdaymotivation #positivevibes @ Toronto, Canada https://t.co/uNcfd9xpzG",0.1531,3,positive
516,Worldwide,27/5/2020 19:15,"During COVID patients consumers largely hunkered home, see relief comes obvious apparent forms cannabis. In new post ""How Cannabis Can Help Us Through COVID"" https://t.co/Bjtc7mP8UI #COVID #Pandemic #Cannabis #Stress #Anxiety #Help https://t.co/EmUu8mlOUf",0.6124,3,positive
517,"नई दिल्ली, भारत",27/5/2020 19:12,My interview #Parvathy @parvatweets speaks length first time long battle #depression. She also tells proud #Kerala's response #COVID19 &amp; 2019 film #Virus must-watch pandemic https://t.co/Q96kRGqIMf,-0.4939,1,negative
518,Mind your own business.,27/5/2020 19:06,"The #TruthHurts... #COVID19 made realize I don’t many #true, loyal friends #NewJersey. #Covid_19 also made realize getting medical marijuana card essential #mentalheath. #QuarantineLife #LifeLessons #NJ #depression #WednesdayVibes #WeedLovers",0.6486,3,positive
519,"Harare, Zimbabwe",27/5/2020 19:03,"📰 1st REPORT finding low-income country, #ZImbabwe🇿🇼 #FriendshipBench !) Showing people 3x likely suffer long-term #depression also high anxiety levels. #covid19 #reserach #mentalhealth @KingsIoPPN @kubatana https://t.co/Zzws4hjQ3y https://t.co/5Eex3JeZBQ",-0.8478,1,negative
520,"Harare, Zimbabwe",27/5/2020 19:02,"📰 1st REPORT finding low-income country, #ZImbabwe🇿🇼 #FriendshipBench !) Showing people 3x likely suffer long-term #depression also high anxiety levels. #covid19 #reserach #mentalhealth @KingsIoPPN @kubatana https://t.co/Zzws4hjQ3y https://t.co/5Eex3JeZBQ",-0.8478,1,negative
521,"Jorhat, India",27/5/2020 19:01,My interview #Parvathy @parvatweets speaks length first time long battle #depression. She also tells proud #Kerala's response #COVID19 &amp; 2019 film #Virus must-watch pandemic https://t.co/Q96kRGqIMf,-0.4939,1,negative
522,"Prescott, AZ",27/5/2020 19:00,@APA #covid19. How best communicate something called '#stress' threat/vulnerability/risk without constructing threat/vulnerability/risk iatrogenically? without ethically furthering self-interest #psychologist professionals 'stress' saviors? https://t.co/6CgrEX097R,-0.1926,1,negative
523,,27/5/2020 18:59,"If feeling overwhelmed stress, fear, anxiety uncertainty surrounding #COVID19 Call 1-866-310-7977 Trained counselors available 24/7. All calls confidential. #lalege #lagov #coronavirus #counseling #talk #help #stress https://t.co/tS7LqdVrpT",-0.8176,1,negative
524,Up Nort,27/5/2020 18:51,"""Millions people around world coping #jobloss caused #COVID19 pandemic. Whether it’s temporary permanent, unemployment lead stress, #anxiety, #depression #mentalhealth challenges."" Via @seattletimes https://t.co/SvH611PJty",-0.8689,1,negative
525,"Baton Rouge, LA",27/5/2020 18:47,HERE’S WHAT WE LEARNED FROM OUR COVID-19 SURVEY STUDY OF HEALTH BEHAVIOR CHANGE #Diet #exercise #sleep #anxiety #stress #cookingathome #ExerciseAtHome https://t.co/FeyGjF7psN via @Baton Rouge Business Report,-0.5423,1,negative
526,Worldwide,27/5/2020 18:45,The latest story you’ll wait check mailed. https://t.co/0pl9TaUuRN #TimeManagement #Productivity #Covid-19 #Stress #Movies #QualityOfLife #WorkLifeBalance #Organization https://t.co/3KDvTFaVVO,-0.4215,1,negative
527,Maryland,27/5/2020 18:39,"@MayoClinic ""The first step coping mental emotional effects unemployment accepting feelings normal. From there, try steps manage thoughts emotions."" #unemployment #mentalhealth #stress #COVID19 https://t.co/sw8AUYesWN",-0.6597,1,negative
528,South Herts,27/5/2020 18:38,"Sometimes need moment sit back, relax breathe! @bestofmenlp #nlp #lifecoach #hypnotherapy #stress #anxiiety #confidence #covid19 #workstress https://t.co/UrNEMK7rIX",0.5707,3,positive
529,Rickmansworth,27/5/2020 18:37,"Sometimes need moment sit back, relax breathe! @bestofmenlp #nlp #lifecoach #hypnotherapy #stress #anxiiety #confidence #covid19 #workstress https://t.co/UrNEMK7rIX",0.5707,3,positive
530,"New Westminster, British Colum",27/5/2020 18:31,#COVID__19 /#coronavirus affecting everyone's #mentalhealth including children. Help raise money publish picture book children #depression https://t.co/xDPXjMnFlp,-0.25,1,negative
531,"Rochester and Minneapolis, MN",27/5/2020 18:27,"""Millions people around world coping #jobloss caused #COVID19 pandemic. Whether it’s temporary permanent, unemployment lead stress, #anxiety, #depression #mentalhealth challenges."" Via @seattletimes https://t.co/SvH611PJty",-0.8689,1,negative
532,Los Angeles / San Francisco,27/5/2020 18:25,Best read 2020 mile: How bench team #grandmothers tackle #depression. Take 3 mins day read Zimbabwe pioneering groundbreaking #mentalhealth programme stunning results. https://t.co/27WtcKaReK #covid #pandemic,0.4767,3,positive
533,"Baton Rouge, LA",27/5/2020 18:23,HERE’S WHAT WE LEARNED FROM OUR COVID-19 SURVEY STUDY OF HEALTH BEHAVIOR CHANGE #Diet #exercise #sleep #anxiety #stress #cookingathome #ExerciseAtHome https://t.co/FeyGjF7psN via @Baton Rouge Business Report,-0.5423,1,negative
534,Cambridgeshire,27/5/2020 18:20,"This video looks #behaviouralactivation. It one videos I made part series created @CPFT_NHS @IaptPws @PboroMHExemplar support people #worry, #anxiety #depression, especially #covid19 https://t.co/B1hnIxx2ta 💙",-0.5574,1,negative
535,"Milwaukee, WI",27/5/2020 18:20,"If experiencing stress-related neck pain lately due pandemic, tips could help. https://t.co/k3aUw9HgWI #stress #COVID-19 #neckpain",-0.5267,1,negative
536,"New Delhi, India",27/5/2020 18:20,My interview #Parvathy @parvatweets speaks length first time long battle #depression. She also tells proud #Kerala's response #COVID19 &amp; 2019 film #Virus must-watch pandemic https://t.co/Q96kRGqIMf,-0.4939,1,negative
537,"London, U.K",27/5/2020 18:18,"Nouriel Rubini @Nouriel, warned IMF housing market collapse 2006, fears decade depression food riots. #COVID19 #economy #depression https://t.co/FHqn13aQYz",-0.9571,1,negative
538,,27/5/2020 18:17,My interview #Parvathy @parvatweets speaks length first time long battle #depression. She also tells proud #Kerala's response #COVID19 &amp; 2019 film #Virus must-watch pandemic https://t.co/Q96kRGqIMf,-0.4939,1,negative
539,,27/5/2020 18:15,"This video looks #behaviouralactivation. It one videos I made part series created @CPFT_NHS @IaptPws @PboroMHExemplar support people #worry, #anxiety #depression, especially #covid19 https://t.co/B1hnIxx2ta 💙",-0.5574,1,negative
540,"Michigan, USA",27/5/2020 18:14,How maximize performance minimize stress COVID-19 pandemic. https://t.co/pJSvNoUf8v #stress #COVID19,-0.6808,1,negative
541,"Giza, Egypt",27/5/2020 18:07,Talk out! https://t.co/ey0r7mwkaO https://t.co/jbUSZl2FSA #emotions #fear #anger #sadness #anxiety #stress #grief #lifecoaching #wellness #wellbeing #covid19 #stayathome #quarantine https://t.co/wEomxo46P2,-0.9312,1,negative
542,"Memphis, TN",27/5/2020 18:02,"Since #Coronavirus outbreak, number prescriptions treatment #anxiety, #depression, &amp; #insomnia increased. In article @Forbes, @RitaNumerof addresses take #behavioralhealth seriously. https://t.co/Fbs2CBVXna",-0.5719,1,negative
543,,27/5/2020 18:02,"RT, please; enough? Parents children @2000days need access #childcare access $Enough financial resources minimize #stress &amp; #emotions worrying basic needs😣#yyc #COVID19 @impactCalgary @communitynowma1 @SunriseCLRC @dtalks_yyc @LEAD4changes https://t.co/ClTSP1oiT6 https://t.co/dxMjv7x58l",-0.4404,1,negative
544,United States,27/5/2020 18:01,May #MentalHealthAwareness Month trying time probably difficult mental health. Taking care physical mental health important. https://t.co/fzgO9oRFDI #endthestigma #mentalhealthmatters #covid19 #carona #stress #depression #anxiety https://t.co/HV9TayIVWZ,-0.6908,1,negative
545,Philadelphia Suburbs,27/5/2020 17:56,Feeling Bad Yourself? BLAME #STRESS. (Build Esteem NOW) https://t.co/lwqFWB5Xbo #youtube #mentalhealth #selfesteem #isolation #covid19,-0.9075,1,negative
546,"North Carolina, USA",27/5/2020 17:56,It’s virus. You can’t let consume thoughts #COVID__19 #Corona #BeatCOVID19 #Immunity #ImmuneSystem #immunesupport #stress #stressmanagement #VirusCorona #RachnaRestores #autoimmune #warrior https://t.co/Ja3izHjVFW,-0.4215,1,negative
547,"Harris County, Texas, USA",27/5/2020 17:52,My interview #Parvathy @parvatweets speaks length first time long battle #depression. She also tells proud #Kerala's response #COVID19 &amp; 2019 film #Virus must-watch pandemic https://t.co/Q96kRGqIMf,-0.4939,1,negative
548,,27/5/2020 17:50,"""Millions people around world coping #jobloss caused #COVID19 pandemic. Whether it’s temporary permanent, unemployment lead stress, #anxiety, #depression #mentalhealth challenges."" Via @seattletimes https://t.co/SvH611PJty",-0.8689,1,negative
549,"Michigan, USA",27/5/2020 17:45,"""Millions people around world coping #jobloss caused #COVID19 pandemic. Whether it’s temporary permanent, unemployment lead stress, #anxiety, #depression #mentalhealth challenges."" Via @seattletimes https://t.co/SvH611PJty",-0.8689,1,negative
550,"Kerala, India",27/5/2020 17:38,My interview #Parvathy @parvatweets speaks length first time long battle #depression. She also tells proud #Kerala's response #COVID19 &amp; 2019 film #Virus must-watch pandemic https://t.co/Q96kRGqIMf,-0.4939,1,negative
551,"Timişoara, România",27/5/2020 17:34,"""Millions people around world coping #jobloss caused #COVID19 pandemic. Whether it’s temporary permanent, unemployment lead stress, #anxiety, #depression #mentalhealth challenges."" Via @seattletimes https://t.co/SvH611PJty",-0.8689,1,negative
552,Nigeria,27/5/2020 17:33,Are experiencing emotional #stress #COVID19 period? Don’t worry call (86) 400-680-6101 get advanced psychological counseling Tsinghua experts. We always ready help you! For more: https://t.co/TgYJpw5yQi https://t.co/9PUMEvaOOG,0.3382,3,positive
553,India,27/5/2020 17:32,It’s virus. You can’t let consume thoughts #COVID__19 #Corona #BeatCOVID19 #Immunity #ImmuneSystem #immunesupport #stress #stressmanagement #VirusCorona #RachnaRestores #autoimmune #warrior https://t.co/Ja3izHjVFW,-0.4215,1,negative
554,"Washington, DC",27/5/2020 17:30,"The pandemic created feelings uncertainty #stress everyone. People chronic diseases especially vulnerable, higher risk severe illness #COVID19. https://t.co/eZu8d9Q2r6",-0.9013,1,negative
